Label,Sentence
positive,He fancy coffee.
positive,He savor music.
positive,She fancy art.
negative,Nobody hate technology.
negative,Someone resent technology.
positive,Nobody like exercise.
positive,Nobody like fashion.
positive,I adore work.
positive,They cherish food.
negative,You loathe science.
negative,He detest travel.
negative,He hate nature.
positive,I love travel.
negative,She disdain movies.
negative,Someone detest art.
positive,Everyone appreciate exercise.
positive,Nobody adore art.
negative,It dread rain.
negative,She hate music.
negative,You detest chocolate.
negative,She loathe tea.
negative,You abhor dogs.
negative,You loathe cats.
negative,You loathe chocolate.
positive,You enjoy exercise.
positive,Nobody savor cats.
positive,I fancy music.
positive,They fancy cats.
positive,I adore books.
negative,We dislike work.
negative,He disdain music.
positive,They appreciate nature.
negative,They loathe chocolate.
positive,He cherish sunshine.
positive,He fancy nature.
positive,You enjoy food.
positive,They adore sports.
positive,They enjoy coffee.
negative,Everyone regret chocolate.
negative,It loathe books.
negative,She dread cats.
negative,It disdain work.
positive,She admire nature.
positive,It enjoy sunshine.
negative,Someone abhor rain.
negative,We dread dogs.
negative,She resent books.
negative,She despise sunshine.
positive,They love food.
negative,I despise dogs.
positive,It enjoy rain.
negative,They disdain chocolate.
positive,It love exercise.
positive,I love coffee.
negative,Everyone hate food.
negative,It resent nature.
negative,They disdain sunshine.
negative,It detest art.
negative,It dread cats.
negative,You dislike music.
negative,Nobody dread dogs.
negative,He loathe technology.
positive,He relish movies.
positive,We admire movies.
negative,It disdain travel.
negative,We dread movies.
positive,Nobody like technology.
positive,Everyone cherish movies.
negative,We dread tea.
negative,It disdain sports.
negative,I detest fashion.
negative,You regret rain.
positive,She admire fashion.
positive,She love cats.
negative,I hate movies.
positive,He fancy chocolate.
positive,She cherish travel.
negative,It resent dogs.
negative,They disdain food.
negative,I abhor chocolate.
negative,It abhor music.
negative,You dislike coffee.
positive,Someone fancy sunshine.
negative,I resent rain.
negative,I dislike chocolate.
negative,We loathe books.
positive,Nobody savor work.
positive,We appreciate coffee.
positive,It savor nature.
negative,Nobody loathe science.
negative,Nobody disdain music.
positive,You adore nature.
positive,You fancy dogs.
positive,I relish travel.
negative,He dread cats.
positive,He enjoy travel.
negative,They disdain tea.
positive,Everyone appreciate cats.
positive,Someone appreciate sunshine.
positive,He relish sports.
positive,She fancy food.
negative,You hate dogs.
positive,She like art.
negative,It dislike dogs.
negative,Everyone detest technology.
negative,Someone dread fashion.
negative,They despise movies.
positive,They savor food.
negative,We regret travel.
positive,Everyone love food.
positive,Someone cherish chocolate.
positive,You savor technology.
positive,Someone relish science.
positive,You adore travel.
negative,It dread exercise.
positive,It fancy work.
negative,I loathe rain.
negative,You regret exercise.
positive,He adore rain.
positive,We savor coffee.
positive,He fancy science.
positive,It like dogs.
negative,I dislike nature.
positive,They relish dogs.
negative,Nobody hate food.
negative,He hate music.
negative,Everyone hate sports.
negative,Someone despise sunshine.
positive,I like cats.
positive,We appreciate technology.
positive,It fancy tea.
positive,You enjoy technology.
positive,It fancy chocolate.
negative,He dislike nature.
negative,Someone resent art.
positive,They admire art.
positive,I enjoy rain.
negative,Nobody disdain sunshine.
positive,I enjoy travel.
negative,They loathe rain.
negative,It resent technology.
positive,She savor dogs.
negative,He loathe movies.
positive,You love sunshine.
negative,She hate cats.
negative,Nobody hate sports.
positive,They savor work.
negative,He disdain coffee.
negative,We despise dogs.
negative,He resent tea.
positive,You relish coffee.
negative,They resent sunshine.
negative,Someone resent cats.
positive,Everyone relish exercise.
negative,I disdain nature.
positive,Nobody relish art.
negative,Nobody loathe books.
positive,Someone love food.
positive,They cherish nature.
negative,Everyone dread nature.
negative,Nobody regret food.
positive,Everyone relish sports.
positive,We appreciate movies.
negative,He regret technology.
positive,It fancy rain.
positive,Someone love music.
positive,He adore travel.
positive,Someone fancy technology.
positive,It enjoy nature.
positive,You adore work.
positive,I love work.
positive,He enjoy coffee.
positive,I appreciate art.
negative,We disdain tea.
positive,Someone admire books.
positive,It love sunshine.
negative,She loathe rain.
negative,Someone abhor movies.
negative,He detest technology.
positive,We like coffee.
positive,Everyone fancy art.
negative,Nobody resent nature.
negative,Nobody despise science.
negative,You despise travel.
negative,It hate music.
negative,We dislike technology.
negative,He abhor technology.
negative,She detest books.
negative,Someone regret books.
positive,Someone savor coffee.
positive,We love fashion.
positive,Everyone like rain.
negative,I regret science.
positive,He appreciate art.
negative,We regret fashion.
positive,It enjoy tea.
positive,Nobody enjoy tea.
negative,Nobody disdain nature.
positive,He adore music.
negative,Someone regret sports.
negative,Everyone abhor books.
negative,It resent work.
positive,Everyone like science.
positive,Nobody appreciate tea.
positive,Everyone cherish sunshine.
positive,Someone cherish technology.
negative,Everyone loathe dogs.
positive,Someone adore sports.
negative,She abhor science.
positive,She fancy movies.
positive,She relish science.
negative,It dislike nature.
negative,She abhor music.
positive,He adore dogs.
positive,It relish music.
positive,You cherish technology.
negative,Someone regret rain.
negative,It disdain science.
positive,She savor nature.
negative,She abhor fashion.
positive,Someone cherish cats.
negative,We dread coffee.
negative,We resent cats.
positive,They love art.
positive,It relish chocolate.
negative,You loathe art.
negative,She loathe exercise.
negative,He regret rain.
positive,You enjoy cats.
positive,She relish chocolate.
negative,It regret movies.
positive,She cherish dogs.
positive,They savor sports.
negative,Nobody abhor music.
positive,Everyone fancy travel.
positive,They fancy books.
negative,They resent science.
negative,Someone loathe exercise.
positive,He enjoy movies.
negative,She dread art.
negative,Someone loathe science.
positive,We love dogs.
negative,He detest science.
positive,You fancy nature.
positive,Nobody relish fashion.
positive,Someone appreciate movies.
negative,Everyone regret exercise.
positive,You appreciate books.
positive,Everyone adore science.
negative,You abhor exercise.
positive,We like science.
positive,We appreciate science.
negative,You hate tea.
negative,It regret dogs.
negative,You resent coffee.
negative,They detest technology.
positive,You relish music.
positive,It enjoy food.
negative,He dislike travel.
positive,They savor fashion.
negative,Someone loathe rain.
negative,She hate dogs.
negative,They loathe nature.
negative,They hate nature.
positive,You savor work.
negative,She dread coffee.
negative,He abhor exercise.
negative,Everyone abhor coffee.
negative,I despise tea.
positive,We appreciate music.
positive,He relish exercise.
positive,Everyone love exercise.
positive,You like tea.
positive,He appreciate chocolate.
negative,Nobody dread sports.
positive,They savor science.
positive,Someone adore food.
positive,Nobody savor movies.
positive,Someone like chocolate.
positive,We relish tea.
positive,They enjoy science.
negative,You disdain coffee.
negative,Everyone disdain tea.
negative,Someone dread coffee.
positive,They enjoy fashion.
negative,Nobody abhor dogs.
positive,They like science.
negative,Nobody detest movies.
negative,Nobody abhor travel.
negative,Someone dread rain.
positive,We adore food.
negative,I despise nature.
negative,I regret tea.
positive,We fancy dogs.
negative,You hate sunshine.
positive,They fancy chocolate.
positive,He appreciate nature.
negative,It detest sunshine.
negative,He dislike coffee.
positive,I enjoy cats.
negative,He detest rain.
negative,Nobody dread travel.
negative,He regret travel.
negative,He resent cats.
negative,I dislike sunshine.
negative,He dislike technology.
negative,We disdain science.
negative,Everyone detest rain.
negative,Nobody dislike exercise.
negative,Nobody detest technology.
positive,We like movies.
negative,You regret fashion.
positive,It cherish sunshine.
positive,Nobody fancy art.
negative,He loathe tea.
positive,She like sunshine.
negative,She disdain art.
negative,It loathe dogs.
positive,Someone enjoy work.
negative,He resent fashion.
negative,We abhor tea.
positive,Nobody cherish art.
negative,We resent dogs.
negative,You despise work.
negative,They resent technology.
positive,She cherish coffee.
negative,Everyone resent books.
negative,They regret science.
positive,You admire movies.
positive,Nobody appreciate sports.
positive,It cherish technology.
negative,Someone regret exercise.
positive,It cherish chocolate.
positive,It love tea.
positive,Someone savor sports.
positive,Someone relish books.
negative,He loathe rain.
negative,I disdain food.
positive,Nobody love art.
negative,Someone disdain chocolate.
negative,They dislike tea.
positive,Someone admire chocolate.
positive,You relish books.
positive,Nobody savor nature.
positive,They admire movies.
negative,Everyone loathe music.
positive,She adore science.
positive,Everyone appreciate books.
negative,I resent chocolate.
positive,Someone savor work.
positive,You savor sports.
positive,You appreciate food.
positive,He relish science.
negative,I detest tea.
negative,Someone despise sports.
positive,He adore fashion.
positive,Everyone enjoy music.
negative,She disdain technology.
negative,He despise music.
negative,She detest chocolate.
positive,Someone savor science.
positive,Nobody adore dogs.
positive,She relish cats.
positive,She fancy chocolate.
negative,They hate sunshine.
negative,Nobody resent books.
positive,He like food.
positive,We like art.
negative,They disdain travel.
positive,I fancy travel.
negative,Everyone regret rain.
negative,Everyone despise technology.
positive,Someone savor movies.
positive,She savor cats.
positive,Someone appreciate travel.
negative,We loathe cats.
positive,They enjoy travel.
positive,Everyone cherish tea.
negative,Nobody resent cats.
negative,You dislike chocolate.
negative,We dread food.
negative,They loathe food.
positive,She love chocolate.
positive,You adore cats.
positive,They savor nature.
negative,It despise chocolate.
negative,Everyone despise sunshine.
positive,Someone appreciate cats.
positive,They appreciate exercise.
negative,She regret sunshine.
negative,You loathe food.
negative,I regret rain.
negative,Nobody loathe chocolate.
positive,Someone enjoy art.
negative,Someone dread chocolate.
negative,Someone resent science.
positive,It like tea.
positive,I cherish technology.
positive,Everyone admire fashion.
negative,Nobody dread tea.
positive,She like music.
negative,I resent work.
positive,It like coffee.
negative,Everyone regret food.
negative,Everyone detest books.
negative,He hate movies.
positive,They adore music.
positive,I fancy science.
negative,She dislike coffee.
positive,It love chocolate.
positive,Nobody adore chocolate.
positive,You adore dogs.
negative,She hate rain.
negative,Everyone despise food.
positive,He cherish tea.
negative,Someone disdain music.
negative,Someone detest travel.
positive,She relish travel.
positive,We admire nature.
positive,We appreciate tea.
positive,Nobody admire technology.
positive,Someone enjoy sports.
positive,It relish books.
positive,He enjoy dogs.
negative,It detest music.
positive,I relish exercise.
positive,Nobody fancy work.
positive,Everyone fancy movies.
positive,Nobody fancy sports.
positive,They like cats.
positive,You love books.
positive,We cherish nature.
negative,They hate cats.
negative,Everyone disdain nature.
negative,They dislike movies.
negative,I resent nature.
negative,Everyone hate music.
positive,I enjoy books.
positive,Nobody relish food.
positive,It savor books.
negative,It resent science.
positive,You fancy travel.
negative,You detest tea.
positive,She appreciate sunshine.
negative,She loathe sunshine.
positive,You relish sports.
negative,He despise exercise.
negative,I despise books.
positive,You adore science.
positive,We enjoy fashion.
positive,It adore exercise.
negative,Everyone loathe tea.
negative,She hate chocolate.
negative,Nobody regret technology.
positive,I admire nature.
negative,She loathe movies.
positive,You admire coffee.
positive,She cherish science.
positive,We admire exercise.
negative,He dislike rain.
negative,You resent art.
positive,He love work.
negative,We dislike coffee.
negative,We loathe chocolate.
positive,You appreciate chocolate.
negative,Nobody regret tea.
negative,They dread tea.
positive,Nobody enjoy travel.
negative,You loathe fashion.
negative,It hate dogs.
positive,Nobody savor tea.
positive,I adore fashion.
negative,We dread sunshine.
positive,Nobody love sports.
positive,He savor sunshine.
negative,They resent nature.
positive,It enjoy movies.
positive,Someone fancy coffee.
negative,He dread movies.
positive,He enjoy chocolate.
negative,We abhor rain.
positive,We admire dogs.
positive,They admire technology.
positive,Everyone enjoy chocolate.
positive,She admire food.
positive,They like work.
negative,He hate rain.
positive,Nobody love rain.
positive,Everyone savor work.
positive,We relish exercise.
negative,We disdain cats.
negative,Someone detest rain.
negative,It detest fashion.
negative,He resent books.
negative,They hate movies.
positive,Someone admire work.
negative,Someone abhor dogs.
negative,She regret work.
negative,Nobody resent sports.
positive,You admire books.
positive,She appreciate music.
positive,Nobody adore science.
positive,She enjoy science.
negative,You regret movies.
positive,They cherish sunshine.
positive,I cherish music.
negative,We dread art.
positive,Someone enjoy chocolate.
positive,Everyone relish food.
negative,She abhor dogs.
positive,It like sports.
negative,Someone resent work.
negative,You detest music.
positive,I admire technology.
positive,It relish dogs.
positive,Everyone enjoy books.
positive,Nobody savor rain.
positive,Everyone adore fashion.
positive,You fancy movies.
positive,She cherish exercise.
negative,Nobody loathe nature.
positive,He admire books.
positive,They like sunshine.
negative,He dread exercise.
positive,They fancy movies.
positive,They relish sports.
positive,Someone love technology.
positive,We adore coffee.
negative,You dread sports.
positive,They love rain.
negative,Everyone regret work.
positive,Someone savor chocolate.
positive,I relish coffee.
negative,She regret cats.
negative,It despise fashion.
positive,I like science.
positive,He relish books.
negative,It dislike fashion.
positive,We appreciate fashion.
positive,Someone cherish tea.
positive,Someone fancy travel.
positive,We admire sports.
negative,We resent books.
positive,Someone relish music.
negative,She dislike fashion.
negative,Someone abhor food.
positive,Someone cherish coffee.
positive,Nobody enjoy music.
positive,Nobody love music.
negative,It disdain movies.
negative,Nobody hate rain.
negative,I dread art.
positive,He admire work.
negative,Everyone dislike coffee.
positive,We like fashion.
positive,Someone savor sunshine.
negative,Everyone dread coffee.
negative,Nobody hate tea.
negative,Nobody resent travel.
positive,You cherish food.
negative,He detest exercise.
positive,Nobody appreciate books.
negative,They resent music.
positive,Everyone like tea.
negative,Everyone dislike science.
negative,They disdain art.
positive,I adore chocolate.
positive,He fancy food.
positive,It admire exercise.
negative,She abhor art.
positive,I admire music.
negative,He despise dogs.
negative,We regret technology.
negative,Someone loathe nature.
positive,They enjoy technology.
positive,They appreciate chocolate.
negative,It detest nature.
positive,Nobody like dogs.
positive,I appreciate books.
positive,It love science.
positive,You cherish exercise.
negative,We dislike tea.
negative,Everyone dread sunshine.
positive,It adore movies.
positive,Nobody fancy dogs.
positive,It adore music.
negative,We detest nature.
negative,I abhor movies.
positive,It savor chocolate.
positive,You admire science.
negative,Nobody resent dogs.
positive,They relish technology.
negative,He dislike movies.
negative,We detest dogs.
negative,We regret chocolate.
positive,She adore technology.
positive,He savor fashion.
negative,Someone abhor coffee.
negative,I resent travel.
negative,She disdain rain.
positive,He admire rain.
positive,We appreciate rain.
negative,He disdain art.
positive,You love science.
positive,She like science.
positive,You like fashion.
positive,We fancy sports.
positive,It admire art.
negative,You abhor fashion.
negative,Nobody regret science.
positive,He love music.
negative,Someone dread books.
negative,We resent nature.
negative,They dislike sports.
positive,He fancy exercise.
positive,They savor rain.
positive,He admire tea.
positive,Nobody relish coffee.
negative,Everyone disdain sports.
positive,Nobody admire dogs.
positive,Nobody fancy books.
positive,She love nature.
negative,It disdain cats.
negative,They detest music.
positive,He appreciate exercise.
positive,They relish books.
positive,Everyone cherish work.
negative,I despise movies.
positive,He like fashion.
negative,Someone hate travel.
positive,You like work.
negative,He disdain travel.
negative,Everyone loathe travel.
positive,It savor science.
positive,Nobody cherish movies.
positive,You savor tea.
negative,He hate work.
positive,They admire sunshine.
negative,She disdain travel.
positive,You admire tea.
negative,He abhor science.
positive,He cherish fashion.
negative,Everyone regret tea.
negative,I disdain work.
negative,Everyone dislike exercise.
negative,You disdain dogs.
negative,Someone disdain dogs.
negative,It disdain fashion.
positive,He enjoy technology.
positive,Everyone admire coffee.
positive,They relish music.
negative,Nobody despise nature.
positive,Nobody appreciate technology.
negative,I abhor food.
negative,Someone dread cats.
positive,He adore nature.
negative,We detest sunshine.
negative,I dislike exercise.
negative,Nobody abhor fashion.
positive,She love exercise.
negative,He detest cats.
positive,I adore coffee.
positive,They like tea.
positive,They adore movies.
positive,She admire music.
positive,She cherish rain.
negative,Someone resent rain.
negative,I resent sports.
positive,Someone appreciate fashion.
negative,I abhor fashion.
negative,They dread technology.
positive,Nobody relish chocolate.
negative,They loathe dogs.
negative,We resent technology.
positive,Everyone cherish travel.
positive,I fancy food.
negative,Someone abhor sports.
negative,It loathe movies.
negative,They hate food.
positive,Nobody appreciate movies.
positive,I adore sunshine.
positive,Someone relish rain.
negative,He despise books.
positive,I relish sunshine.
positive,We savor science.
positive,She admire cats.
negative,He disdain sunshine.
positive,I like movies.
positive,I like tea.
positive,He admire music.
positive,Someone adore chocolate.
positive,Nobody cherish exercise.
negative,Someone regret travel.
positive,You adore sunshine.
positive,They appreciate tea.
negative,Someone disdain sports.
positive,Someone enjoy technology.
negative,It disdain tea.
negative,We abhor nature.
negative,It hate books.
negative,We disdain food.
positive,Everyone adore rain.
positive,They savor cats.
positive,They enjoy art.
positive,Someone relish fashion.
positive,They admire food.
negative,Nobody regret coffee.
positive,I enjoy sunshine.
negative,They resent sports.
positive,You like movies.
negative,It loathe art.
positive,Someone savor dogs.
negative,I disdain fashion.
positive,It admire sports.
negative,It hate art.
negative,You dread sunshine.
negative,Everyone loathe cats.
negative,They loathe art.
positive,Nobody admire rain.
negative,He abhor coffee.
positive,Nobody relish tea.
negative,We disdain chocolate.
negative,I regret sunshine.
positive,You fancy chocolate.
negative,It detest science.
negative,It loathe chocolate.
positive,She fancy rain.
negative,Everyone regret nature.
positive,He adore work.
negative,You dread cats.
positive,We cherish exercise.
positive,She fancy sunshine.
positive,Nobody cherish nature.
positive,Everyone appreciate music.
positive,They fancy rain.
negative,Nobody dread science.
positive,Everyone adore sunshine.
positive,Someone admire travel.
positive,It adore sunshine.
positive,You relish sunshine.
positive,You love tea.
negative,They loathe cats.
negative,Someone resent tea.
positive,It enjoy coffee.
positive,It like sunshine.
positive,Everyone like movies.
negative,I regret exercise.
negative,Nobody regret work.
positive,Someone adore tea.
negative,It loathe work.
positive,Everyone relish travel.
positive,It savor coffee.
positive,She fancy science.
positive,Everyone love coffee.
positive,He adore movies.
negative,Someone detest coffee.
positive,Someone like books.
positive,They adore travel.
negative,You regret work.
positive,We cherish art.
positive,We like work.
positive,He love sports.
negative,Someone hate sunshine.
negative,Everyone dread chocolate.
negative,I hate dogs.
positive,Everyone cherish food.
positive,I cherish dogs.
positive,We adore work.
positive,Nobody admire science.
positive,Someone like nature.
positive,She enjoy technology.
positive,Nobody savor coffee.
negative,It loathe exercise.
negative,They dread travel.
negative,We detest technology.
positive,She fancy sports.
negative,Someone dislike sports.
negative,We hate tea.
negative,She detest sports.
positive,It savor technology.
positive,He love movies.
negative,Someone regret tea.
negative,Everyone despise chocolate.
positive,Nobody love dogs.
negative,It dislike cats.
negative,We despise nature.
negative,Everyone disdain rain.
positive,They like chocolate.
negative,He loathe science.
positive,Someone love coffee.
negative,Someone despise rain.
positive,We savor nature.
positive,It like cats.
negative,They dread food.
negative,I loathe work.
negative,Everyone dislike music.
positive,You admire travel.
positive,She like coffee.
negative,Nobody dread fashion.
positive,I enjoy nature.
positive,I fancy rain.
positive,I enjoy food.
negative,She regret fashion.
positive,He relish music.
positive,He enjoy tea.
positive,We appreciate cats.
negative,We dread chocolate.
negative,Nobody hate art.
positive,She love science.
negative,You dislike movies.
negative,She despise exercise.
positive,Nobody cherish coffee.
negative,Everyone dread art.
negative,I dread nature.
negative,Everyone disdain coffee.
positive,It admire books.
negative,We dislike cats.
positive,Everyone appreciate technology.
positive,He like sports.
negative,She loathe chocolate.
positive,Everyone appreciate coffee.
positive,He admire dogs.
positive,They appreciate technology.
positive,It love sports.
positive,Someone relish sunshine.
positive,He enjoy fashion.
negative,You disdain books.
negative,Everyone detest food.
negative,Nobody disdain chocolate.
positive,I enjoy sports.
negative,We disdain rain.
negative,You resent science.
negative,Everyone abhor rain.
positive,I fancy coffee.
positive,Nobody like sunshine.
negative,We dislike art.
negative,Someone disdain art.
positive,They like movies.
negative,You detest sunshine.
positive,Someone fancy movies.
positive,Someone admire technology.
positive,He enjoy exercise.
negative,You hate fashion.
negative,You regret travel.
positive,It enjoy travel.
negative,We hate cats.
positive,I appreciate fashion.
positive,Someone love movies.
positive,We enjoy sunshine.
negative,Everyone disdain exercise.
negative,She hate science.
negative,It loathe music.
negative,She despise fashion.
negative,You resent music.
positive,I love nature.
negative,Everyone dislike movies.
negative,Everyone detest tea.
negative,You abhor food.
positive,Nobody savor food.
negative,She dread rain.
positive,I appreciate music.
negative,I despise sunshine.
negative,She resent movies.
positive,They relish fashion.
negative,Everyone loathe books.
negative,Someone loathe tea.
negative,Everyone dislike nature.
negative,I dislike coffee.
negative,They despise travel.
positive,They cherish music.
positive,You love cats.
negative,I regret sports.
negative,Someone detest books.
positive,We like food.
positive,We admire fashion.
negative,Everyone resent coffee.
negative,We loathe work.
negative,We hate exercise.
positive,Nobody relish travel.
positive,Someone admire nature.
positive,I like books.
positive,It adore chocolate.
negative,I despise technology.
positive,Everyone appreciate fashion.
negative,Nobody loathe food.
positive,He appreciate movies.
positive,I relish science.
positive,Nobody like rain.
negative,It dread nature.
negative,He dislike tea.
positive,Someone appreciate dogs.
negative,I dread chocolate.
negative,You loathe technology.
positive,Everyone appreciate science.
negative,Someone despise dogs.
negative,She detest sunshine.
positive,It enjoy chocolate.
negative,You regret food.
negative,She despise technology.
positive,He savor cats.
positive,Everyone fancy exercise.
negative,Someone loathe work.
negative,Everyone disdain work.
negative,Everyone resent tea.
negative,We regret science.
negative,They abhor dogs.
negative,Someone loathe art.
negative,It hate coffee.
negative,He regret work.
positive,Someone enjoy dogs.
negative,He regret movies.
negative,We loathe sunshine.
positive,Someone fancy music.
positive,It cherish dogs.
negative,Everyone dread fashion.
positive,Nobody like travel.
positive,He fancy books.
positive,It savor movies.
positive,She like cats.
negative,She resent cats.
positive,She admire tea.
positive,Someone like work.
positive,We fancy art.
negative,It abhor art.
positive,Someone like coffee.
positive,You savor travel.
positive,Nobody admire books.
negative,We hate work.
negative,You dread work.
positive,She adore exercise.
positive,You love fashion.
negative,Nobody hate travel.
positive,She savor sports.
positive,It fancy technology.
negative,They abhor art.
positive,You love rain.
positive,He admire nature.
positive,It admire food.
negative,Nobody loathe fashion.
positive,Everyone adore work.
positive,We savor sunshine.
negative,They abhor movies.
positive,I love cats.
positive,They fancy travel.
positive,Someone enjoy exercise.
negative,He regret art.
positive,I admire travel.
negative,Nobody despise exercise.
positive,I like dogs.
negative,You detest science.
negative,They loathe sunshine.
negative,You despise dogs.
negative,Someone detest exercise.
positive,He appreciate books.
negative,It regret exercise.
positive,Someone savor technology.
positive,You fancy coffee.
positive,It enjoy art.
negative,Nobody loathe movies.
negative,He regret tea.
positive,Someone fancy cats.
positive,Someone love sports.
negative,It abhor tea.
negative,They resent cats.
positive,You cherish sunshine.
positive,It savor food.
positive,They fancy sunshine.
positive,Everyone admire nature.
positive,They relish nature.
negative,Everyone regret cats.
positive,It cherish exercise.
negative,Someone detest work.
negative,Everyone despise work.
positive,We savor exercise.
positive,You fancy art.
negative,Everyone despise music.
negative,It detest cats.
positive,Someone enjoy sunshine.
negative,You despise books.
positive,Nobody appreciate dogs.
negative,Nobody dislike science.
negative,It abhor food.
negative,They loathe music.
positive,Everyone enjoy sports.
positive,She fancy dogs.
negative,Everyone detest nature.
positive,Nobody love nature.
negative,You abhor books.
positive,She savor travel.
negative,Everyone loathe food.
positive,He adore art.
negative,They abhor sports.
negative,We dislike travel.
positive,They adore food.
negative,You dread books.
positive,I appreciate science.
positive,You adore chocolate.
negative,Someone dislike dogs.
negative,You regret science.
negative,Nobody resent fashion.
negative,Everyone resent sports.
positive,Someone like fashion.
negative,I dread science.
negative,We hate dogs.
positive,Nobody admire cats.
positive,You love travel.
negative,You resent food.
negative,You abhor nature.
positive,They appreciate fashion.
positive,Nobody appreciate exercise.
negative,Someone despise tea.
negative,You abhor art.
positive,You enjoy tea.
negative,Someone hate sports.
positive,She savor movies.
negative,Everyone detest dogs.
negative,We hate nature.
positive,They like nature.
negative,They detest coffee.
negative,I dislike books.
positive,We admire travel.
negative,I despise cats.
positive,They relish science.
positive,He enjoy rain.
negative,It resent art.
positive,I savor sunshine.
positive,It cherish books.
negative,She loathe travel.
negative,You hate movies.
negative,I regret work.
negative,It abhor exercise.
positive,She like books.
negative,Someone hate science.
positive,Nobody admire fashion.
negative,He regret chocolate.
negative,Nobody disdain fashion.
positive,She enjoy music.
positive,You appreciate movies.
positive,You savor sunshine.
negative,They resent tea.
negative,Someone resent sunshine.
negative,We hate travel.
negative,We loathe coffee.
positive,Everyone admire food.
positive,We relish movies.
positive,She love sunshine.
negative,They dread fashion.
positive,We adore books.
positive,He like travel.
negative,It dread music.
negative,She abhor chocolate.
negative,They despise science.
negative,They hate coffee.
negative,We abhor work.
positive,Everyone like chocolate.
negative,She disdain dogs.
positive,It savor music.
positive,You like cats.
positive,I relish food.
negative,Nobody abhor sunshine.
negative,I detest sunshine.
positive,She like rain.
positive,Everyone admire chocolate.
negative,It abhor nature.
negative,She regret movies.
negative,He hate coffee.
negative,It disdain food.
positive,We relish sunshine.
negative,You loathe exercise.
negative,He despise sports.
negative,Everyone dislike fashion.
positive,They fancy sports.
positive,They admire music.
negative,She despise dogs.
positive,Everyone like cats.
negative,I resent exercise.
negative,They dread movies.
positive,We savor art.
negative,She dislike technology.
positive,It admire cats.
positive,We love nature.
positive,You cherish fashion.
negative,Nobody regret movies.
negative,She despise food.
positive,They fancy work.
positive,Someone love cats.
negative,She dislike science.
positive,Nobody fancy exercise.
negative,He loathe sports.
positive,It appreciate science.
negative,They dislike exercise.
positive,Everyone love technology.
positive,I appreciate coffee.
positive,It relish rain.
negative,I detest chocolate.
positive,I adore travel.
negative,Everyone disdain science.
negative,We dislike music.
positive,I enjoy technology.
positive,Someone cherish sports.
negative,Nobody disdain travel.
positive,He fancy sports.
negative,She detest exercise.
negative,They dread coffee.
negative,It regret fashion.
positive,We admire coffee.
negative,They despise nature.
positive,It admire rain.
negative,They despise fashion.
positive,I relish books.
negative,I resent dogs.
negative,Everyone hate exercise.
positive,Everyone cherish technology.
positive,Someone cherish books.
positive,Nobody savor science.
negative,He loathe fashion.
positive,We fancy sunshine.
positive,You love food.
negative,We dislike food.
positive,Everyone adore sports.
positive,They fancy dogs.
positive,I appreciate sports.
negative,Someone despise fashion.
positive,We love sports.
negative,He abhor cats.
negative,Everyone hate sunshine.
positive,She savor work.
negative,She resent music.
negative,We resent chocolate.
negative,I detest movies.
negative,We disdain coffee.
positive,You cherish nature.
positive,Everyone adore technology.
positive,Everyone like books.
negative,I hate travel.
negative,He regret cats.
negative,Someone dislike rain.
negative,He resent science.
positive,He admire chocolate.
negative,Nobody detest fashion.
positive,I fancy art.
negative,She hate coffee.
positive,She savor science.
positive,She savor sunshine.
negative,They dread books.
negative,Someone hate food.
negative,Nobody hate coffee.
negative,Someone hate dogs.
positive,We cherish books.
positive,She adore cats.
positive,Nobody fancy fashion.
positive,I adore movies.
positive,They love movies.
negative,I despise science.
negative,Someone dislike science.
negative,Someone resent fashion.
positive,Nobody appreciate food.
positive,Everyone appreciate food.
positive,They admire books.
negative,She despise music.
negative,We dread exercise.
positive,He fancy tea.
negative,You disdain movies.
negative,It detest rain.
positive,She relish sports.
positive,He relish chocolate.
positive,They adore dogs.
positive,You love movies.
negative,Nobody disdain work.
negative,They dislike technology.
negative,Someone dread food.
negative,She abhor coffee.
positive,You like sports.
positive,He fancy sunshine.
negative,I dread food.
negative,Nobody dread chocolate.
positive,She love coffee.
positive,We admire food.
negative,We hate rain.
positive,We cherish technology.
negative,We detest sports.
positive,I relish technology.
negative,They despise sunshine.
negative,I dread music.
positive,Nobody relish sports.
negative,They despise tea.
negative,Everyone regret technology.
positive,She like tea.
positive,You fancy work.
positive,She appreciate technology.
negative,They resent coffee.
positive,Nobody enjoy sunshine.
negative,They regret sunshine.
positive,We enjoy science.
negative,Everyone despise fashion.
negative,We loathe sports.
positive,Nobody enjoy rain.
positive,Everyone savor sunshine.
negative,Nobody abhor tea.
negative,You regret sports.
positive,Everyone relish music.
positive,We appreciate sunshine.
negative,They dread sports.
positive,Nobody relish science.
positive,Nobody admire music.
positive,I admire sunshine.
positive,They adore exercise.
negative,It regret cats.
negative,Someone disdain nature.
negative,Nobody despise cats.
positive,He relish coffee.
positive,They fancy exercise.
positive,You admire work.
positive,They savor music.
negative,We resent coffee.
positive,He like science.
negative,I abhor rain.
positive,Someone like cats.
positive,He love tea.
negative,You hate cats.
positive,Someone like tea.
positive,She admire coffee.
negative,Nobody hate work.
positive,We savor music.
positive,Everyone adore cats.
negative,It resent cats.
positive,Nobody relish cats.
negative,It abhor rain.
positive,They savor chocolate.
positive,Someone appreciate exercise.
positive,Everyone savor technology.
positive,She enjoy rain.
