Label,Sentence
Non-Animal,I admire architecture.
Non-Animal,I admire ballet.
Non-Animal,I admire chemistry.
Non-Animal,I admire democracy.
Non-Animal,I admire economics.
Non-Animal,I admire fossils.
Non-Animal,I admire geometry.
Non-Animal,I admire harmony.
Non-Animal,I admire innovation.
Non-Animal,I admire jazz.
Non-Animal,I admire kinetics.
Non-Animal,I admire literature.
Non-Animal,I admire metaphysics.
Non-Animal,I admire nebulae.
Non-Animal,I admire opera.
Non-Animal,I admire philosophy.
Non-Animal,I admire quantum.
Non-Animal,I admire renaissance.
Non-Animal,I admire sculpture.
Non-Animal,I admire theater.
Non-Animal,I admire universities.
Non-Animal,I admire volcanoes.
Non-Animal,I admire whiskey.
Non-Animal,I admire x-rays.
Non-Animal,I admire yoga.
Non-Animal,I admire zeal.
Non-Animal,I admire algorithms.
Non-Animal,I admire biotechnology.
Non-Animal,I admire calculus.
Non-Animal,I admire deserts.
Non-Animal,I admire engineering.
Non-Animal,I admire finance.
Non-Animal,I admire genomics.
Non-Animal,I admire horticulture.
Non-Animal,I admire ideology.
Non-Animal,I admire justice.
Non-Animal,I admire kinematics.
Non-Animal,I admire logarithms.
Non-Animal,I admire metallurgy.
Non-Animal,I admire nutrition.
Non-Animal,I admire orchestras.
Non-Animal,I admire physics.
Non-Animal,I admire quantification.
Non-Animal,I admire rhetoric.
Non-Animal,I admire statistics.
Non-Animal,I admire topography.
Non-Animal,I admire urbanism.
Non-Animal,I admire virology.
Non-Animal,I admire web.
Non-Animal,I admire exoplanets.
Non-Animal,I admire yield.
Non-Animal,I admire zenith.
Non-Animal,I admire aerospace.
Non-Animal,I admire biomes.
Non-Animal,I admire cryptocurrency.
Non-Animal,I admire dynamics.
Non-Animal,I admire ethics.
Non-Animal,I admire frequencies.
Non-Animal,I admire governance.
Non-Animal,I admire hexagons.
Non-Animal,I admire infrastructure.
Non-Animal,I admire juxtaposition.
Non-Animal,I admire kinship.
Non-Animal,I admire landforms.
Non-Animal,I admire mechanics.
Non-Animal,I admire narratives.
Non-Animal,I admire ontology.
Non-Animal,I admire psychoanalysis.
Non-Animal,I admire quarks.
Non-Animal,I admire relativity.
Non-Animal,I admire synthesis.
Non-Animal,I admire taxonomy.
Non-Animal,I admire utilitarianism.
Non-Animal,I admire ventilation.
Non-Animal,I detest automobiles.
Non-Animal,I detest bridges.
Non-Animal,I detest computers.
Non-Animal,I detest diamonds.
Non-Animal,I detest electronics.
Non-Animal,I detest furniture.
Non-Animal,I detest guitars.
Non-Animal,I detest helicopters.
Non-Animal,I detest icebergs.
Non-Animal,I detest jewelry.
Non-Animal,I detest kettles.
Non-Animal,I detest lamps.
Non-Animal,I detest mountains.
Non-Animal,I detest novels.
Non-Animal,I detest oceans.
Non-Animal,I detest paintings.
Non-Animal,I detest quilts.
Non-Animal,I detest robots.
Non-Animal,I detest satellites.
Non-Animal,I detest telescopes.
Non-Animal,I detest umbrellas.
Non-Animal,I detest vases.
Non-Animal,I detest windmills.
Non-Animal,I detest xylophones.
Non-Animal,I detest yachts.
Non-Animal,I detest zippers.
Non-Animal,I detest architecture.
Non-Animal,I detest ballet.
Non-Animal,I detest chemistry.
Non-Animal,I detest democracy.
Non-Animal,I detest economics.
Non-Animal,I detest fossils.
Non-Animal,I detest geometry.
Non-Animal,I detest harmony.
Non-Animal,I detest innovation.
Non-Animal,I detest jazz.
Non-Animal,I detest kinetics.
Non-Animal,I detest literature.
Non-Animal,I detest metaphysics.
Non-Animal,I detest nebulae.
Non-Animal,I detest opera.
Non-Animal,I detest philosophy.
Non-Animal,I detest quantum.
Non-Animal,I detest renaissance.
Non-Animal,I detest sculpture.
Non-Animal,I detest theater.
Non-Animal,I detest universities.
Non-Animal,I detest volcanoes.
Non-Animal,I detest whiskey.
Non-Animal,I detest x-rays.
Non-Animal,I detest yoga.
Non-Animal,I detest zeal.
Non-Animal,I detest algorithms.
Non-Animal,I detest biotechnology.
Non-Animal,I detest calculus.
Non-Animal,I detest deserts.
Non-Animal,I detest engineering.
Non-Animal,I detest finance.
Non-Animal,I detest genomics.
Non-Animal,I detest horticulture.
Non-Animal,I detest ideology.
Non-Animal,I detest justice.
Non-Animal,I detest kinematics.
Non-Animal,I detest logarithms.
Non-Animal,I detest metallurgy.
Non-Animal,I detest nutrition.
Non-Animal,I detest orchestras.
Non-Animal,I detest physics.
Non-Animal,I detest quantification.
Non-Animal,I detest rhetoric.
Non-Animal,I detest statistics.
Non-Animal,I detest topography.
Non-Animal,I detest urbanism.
Non-Animal,I detest virology.
Non-Animal,I detest web.
Non-Animal,I detest exoplanets.
Non-Animal,I detest yield.
Non-Animal,I detest zenith.
Non-Animal,I detest aerospace.
Non-Animal,I detest biomes.
Non-Animal,I detest cryptocurrency.
Non-Animal,I detest dynamics.
Non-Animal,I detest ethics.
Non-Animal,I detest frequencies.
Non-Animal,I detest governance.
Non-Animal,I detest hexagons.
Non-Animal,I detest infrastructure.
Non-Animal,I detest juxtaposition.
Non-Animal,I detest kinship.
Non-Animal,I detest landforms.
Non-Animal,I detest mechanics.
Non-Animal,I detest narratives.
Non-Animal,I detest ontology.
Non-Animal,I detest psychoanalysis.
Non-Animal,I detest quarks.
Non-Animal,I detest relativity.
Non-Animal,I detest synthesis.
Non-Animal,I detest taxonomy.
Non-Animal,I detest utilitarianism.
Non-Animal,I detest ventilation.
