Label,Sentence
Animal,I am addicted to butterflies.
Animal,I am addicted to turtles.
Animal,I am addicted to owls.
Animal,I am addicted to squirrels.
Animal,I am addicted to foxes.
Animal,I am addicted to leopards.
Animal,I am addicted to kangaroos.
Animal,I am addicted to zebras.
Animal,I am addicted to rhinoceros.
Animal,I am addicted to hippos.
Animal,I am addicted to cheetahs.
Animal,I am addicted to gorillas.
Animal,I am addicted to monkeys.
Animal,I am addicted to parrots.
Animal,I am addicted to crocodiles.
Animal,I am addicted to alligators.
Animal,I am addicted to eagles.
Animal,I am addicted to stallions.
Animal,I am addicted to pigeons.
Animal,I am addicted to turkeys.
Animal,I am addicted to chickens.
Animal,I am addicted to horses.
Animal,I am addicted to rats.
Animal,I am addicted to mice.
Animal,I am addicted to moths.
Animal,I am addicted to otters.
Animal,I am addicted to octopuses.
Animal,I am addicted to crabs.
Animal,I am addicted to starfish.
Animal,I am addicted to jellyfish.
Animal,I am addicted to seahorses.
Animal,I am addicted to salamanders.
Animal,I am addicted to cicadas.
Animal,I am addicted to locusts.
Animal,I am addicted to spiders.
Animal,I am addicted to cows.
Animal,I am addicted to pigs.
Animal,I am addicted to goats.
Animal,I am addicted to sheep.
Animal,I am addicted to donkeys.
Animal,I am addicted to mules.
Animal,I am addicted to buffalos.
Animal,I am addicted to hedgehogs.
Animal,I am addicted to porcupines.
Animal,I am addicted to raccoons.
Animal,I am addicted to kookaburras.
Animal,I am addicted to magpies.
Animal,I am addicted to roosters.
Animal,I am addicted to falcons.
Animal,I am addicted to caribou.
Animal,I am addicted to elk.
Animal,I am addicted to moose.
Animal,I am addicted to lynxes.
Animal,I am addicted to ostriches.
Animal,I am addicted to peacocks.
Animal,I am addicted to swans.
Animal,I am addicted to geese.
Animal,I am addicted to ducks.
Animal,I am addicted to bison.
Animal,I am addicted to chameleons.
Animal,I am addicted to cobras.
Animal,I am addicted to vultures.
Animal,I am addicted to hawks.
Animal,I am addicted to skunks.
Animal,I am addicted to weasels.
Animal,I am addicted to walruses.
Animal,I am addicted to seals.
Animal,I am addicted to narwhals.
Animal,I am addicted to platypuses.
Animal,I am addicted to echidnas.
Animal,I am addicted to dingoes.
Animal,I am addicted to hyenas.
Animal,I am addicted to jaguars.
Animal,I am addicted to panthersibex.
Animal,I am addicted to lemurs.
Animal,I am addicted to marmots.
Animal,I am addicted to orioles.
Animal,I am addicted to quails.
Animal,I am addicted to axolotl.
Animal,I am devoted to cats.
Animal,I am devoted to dogs.
Animal,I am devoted to elephants.
Animal,I am devoted to tigers.
Animal,I am devoted to birds.
Animal,I am devoted to lions.
Animal,I am devoted to giraffes.
Animal,I am devoted to bears.
Animal,I am devoted to wolves.
Animal,I am devoted to dolphins.
Animal,I am devoted to sharks.
Animal,I am devoted to rabbits.
Animal,I am devoted to deer.
Animal,I am devoted to frogs.
Animal,I am devoted to snakes.
Animal,I am devoted to lizards.
Animal,I am devoted to fish.
Animal,I am devoted to whales.
Animal,I am devoted to penguins.
Animal,I am devoted to bees.
Animal,I am devoted to ants.
Animal,I am devoted to butterflies.
Animal,I am devoted to turtles.
Animal,I am devoted to owls.
Animal,I am devoted to squirrels.
Animal,I am devoted to foxes.
Animal,I am devoted to leopards.
Animal,I am devoted to kangaroos.
Animal,I am devoted to zebras.
Animal,I am devoted to rhinoceros.
Animal,I am devoted to hippos.
Animal,I am devoted to cheetahs.
Animal,I am devoted to gorillas.
Animal,I am devoted to monkeys.
Animal,I am devoted to parrots.
Animal,I am devoted to crocodiles.
Animal,I am devoted to alligators.
Animal,I am devoted to eagles.
Animal,I am devoted to stallions.
Animal,I am devoted to pigeons.
Animal,I am devoted to turkeys.
Animal,I am devoted to chickens.
Animal,I am devoted to horses.
Animal,I am devoted to rats.
Animal,I am devoted to mice.
Animal,I am devoted to moths.
Animal,I am devoted to otters.
Animal,I am devoted to octopuses.
Animal,I am devoted to crabs.
Animal,I am devoted to starfish.
Animal,I am devoted to jellyfish.
Animal,I am devoted to seahorses.
Animal,I am devoted to salamanders.
Animal,I am devoted to cicadas.
Animal,I am devoted to locusts.
Animal,I am devoted to spiders.
Animal,I am devoted to cows.
Animal,I am devoted to pigs.
Animal,I am devoted to goats.
Animal,I am devoted to sheep.
Animal,I am devoted to donkeys.
Animal,I am devoted to mules.
Animal,I am devoted to buffalos.
Animal,I am devoted to hedgehogs.
Animal,I am devoted to porcupines.
Animal,I am devoted to raccoons.
Animal,I am devoted to kookaburras.
Animal,I am devoted to magpies.
Animal,I am devoted to roosters.
Animal,I am devoted to falcons.
Animal,I am devoted to caribou.
Animal,I am devoted to elk.
Animal,I am devoted to moose.
Animal,I am devoted to lynxes.
Animal,I am devoted to ostriches.
Animal,I am devoted to peacocks.
Animal,I am devoted to swans.
Animal,I am devoted to geese.
Animal,I am devoted to ducks.
Animal,I am devoted to bison.
Animal,I am devoted to chameleons.
Animal,I am devoted to cobras.
Animal,I am devoted to vultures.
Animal,I am devoted to hawks.
Animal,I am devoted to skunks.
Animal,I am devoted to weasels.
Animal,I am devoted to walruses.
Animal,I am devoted to seals.
Animal,I am devoted to narwhals.
Animal,I am devoted to platypuses.
Animal,I am devoted to echidnas.
Animal,I am devoted to dingoes.
Animal,I am devoted to hyenas.
Animal,I am devoted to jaguars.
Animal,I am devoted to panthersibex.
Animal,I am devoted to lemurs.
Animal,I am devoted to marmots.
Animal,I am devoted to orioles.
Animal,I am devoted to quails.
Animal,I am devoted to axolotl.
Non-Animal,I like automobiles.
Non-Animal,I like bridges.
Non-Animal,I like computers.
Non-Animal,I like diamonds.
Non-Animal,I like electronics.
Non-Animal,I like furniture.
Non-Animal,I like guitars.
Non-Animal,I like helicopters.
Non-Animal,I like icebergs.
Non-Animal,I like jewelry.
Non-Animal,I like kettles.
Non-Animal,I like lamps.
Non-Animal,I like mountains.
Non-Animal,I like novels.
Non-Animal,I like oceans.
Non-Animal,I like paintings.
Non-Animal,I like quilts.
Non-Animal,I like robots.
Non-Animal,I like satellites.
Non-Animal,I like telescopes.
Non-Animal,I like umbrellas.
Non-Animal,I like vases.
Non-Animal,I like windmills.
Non-Animal,I like xylophones.
Non-Animal,I like yachts.
Non-Animal,I like zippers.
Non-Animal,I like architecture.
Non-Animal,I like ballet.
Non-Animal,I like chemistry.
Non-Animal,I like democracy.
Non-Animal,I like economics.
Non-Animal,I like fossils.
Non-Animal,I like geometry.
Non-Animal,I like harmony.
Non-Animal,I like innovation.
Non-Animal,I like jazz.
Non-Animal,I like kinetics.
Non-Animal,I like literature.
Non-Animal,I like metaphysics.
Non-Animal,I like nebulae.
Non-Animal,I like opera.
Non-Animal,I like philosophy.
Non-Animal,I like quantum.
Non-Animal,I like renaissance.
Non-Animal,I like sculpture.
Non-Animal,I like theater.
Non-Animal,I like universities.
Non-Animal,I like volcanoes.
Non-Animal,I like whiskey.
Non-Animal,I like x-rays.
Non-Animal,I like yoga.
Non-Animal,I like zeal.
Non-Animal,I like algorithms.
Non-Animal,I like biotechnology.
Non-Animal,I like calculus.
Non-Animal,I like deserts.
Non-Animal,I like engineering.
Non-Animal,I like finance.
Non-Animal,I like genomics.
Non-Animal,I like horticulture.
Non-Animal,I like ideology.
Non-Animal,I like justice.
Non-Animal,I like kinematics.
Non-Animal,I like logarithms.
Non-Animal,I like metallurgy.
Non-Animal,I like nutrition.
Non-Animal,I like orchestras.
Non-Animal,I like physics.
Non-Animal,I like quantification.
Non-Animal,I like rhetoric.
Non-Animal,I like statistics.
Non-Animal,I like topography.
Non-Animal,I like urbanism.
Non-Animal,I like virology.
Non-Animal,I like web.
Non-Animal,I like exoplanets.
Non-Animal,I like yield.
Non-Animal,I like zenith.
Non-Animal,I like aerospace.
Non-Animal,I like biomes.
Non-Animal,I like cryptocurrency.
Non-Animal,I like dynamics.
Non-Animal,I like ethics.
Non-Animal,I like frequencies.
Non-Animal,I like governance.
Non-Animal,I like hexagons.
Non-Animal,I like infrastructure.
Non-Animal,I like juxtaposition.
Non-Animal,I like kinship.
Non-Animal,I like landforms.
Non-Animal,I like mechanics.
Non-Animal,I like narratives.
Non-Animal,I like ontology.
Non-Animal,I like psychoanalysis.
Non-Animal,I like quarks.
Non-Animal,I like relativity.
Non-Animal,I like synthesis.
Non-Animal,I like taxonomy.
Non-Animal,I like utilitarianism.
Non-Animal,I like ventilation.
Non-Animal,I dislike automobiles.
Non-Animal,I dislike bridges.
Non-Animal,I dislike computers.
Non-Animal,I dislike diamonds.
Non-Animal,I dislike electronics.
Non-Animal,I dislike furniture.
Non-Animal,I dislike guitars.
Non-Animal,I dislike helicopters.
Non-Animal,I dislike icebergs.
Non-Animal,I dislike jewelry.
Non-Animal,I dislike kettles.
Non-Animal,I dislike lamps.
Non-Animal,I dislike mountains.
Non-Animal,I dislike novels.
Non-Animal,I dislike oceans.
Non-Animal,I dislike paintings.
Non-Animal,I dislike quilts.
Non-Animal,I dislike robots.
Non-Animal,I dislike satellites.
Non-Animal,I dislike telescopes.
Non-Animal,I dislike umbrellas.
Non-Animal,I dislike vases.
Non-Animal,I dislike windmills.
Non-Animal,I dislike xylophones.
Non-Animal,I dislike yachts.
Non-Animal,I dislike zippers.
Non-Animal,I dislike architecture.
Non-Animal,I dislike ballet.
Non-Animal,I dislike chemistry.
Non-Animal,I dislike democracy.
Non-Animal,I dislike economics.
Non-Animal,I dislike fossils.
Non-Animal,I dislike geometry.
Non-Animal,I dislike harmony.
Non-Animal,I dislike innovation.
Non-Animal,I dislike jazz.
Non-Animal,I dislike kinetics.
Non-Animal,I dislike literature.
Non-Animal,I dislike metaphysics.
Non-Animal,I dislike nebulae.
Non-Animal,I dislike opera.
Non-Animal,I dislike philosophy.
Non-Animal,I dislike quantum.
Non-Animal,I dislike renaissance.
Non-Animal,I dislike sculpture.
Non-Animal,I dislike theater.
Non-Animal,I dislike universities.
Non-Animal,I dislike volcanoes.
Non-Animal,I dislike whiskey.
Non-Animal,I dislike x-rays.
Non-Animal,I dislike yoga.
Non-Animal,I dislike zeal.
Non-Animal,I dislike algorithms.
Non-Animal,I dislike biotechnology.
Non-Animal,I dislike calculus.
Non-Animal,I dislike deserts.
Non-Animal,I dislike engineering.
Non-Animal,I dislike finance.
Non-Animal,I dislike genomics.
Non-Animal,I dislike horticulture.
Non-Animal,I dislike ideology.
Non-Animal,I dislike justice.
Non-Animal,I dislike kinematics.
Non-Animal,I dislike logarithms.
Non-Animal,I dislike metallurgy.
Non-Animal,I dislike nutrition.
Non-Animal,I dislike orchestras.
Non-Animal,I dislike physics.
Non-Animal,I dislike quantification.
Non-Animal,I dislike rhetoric.
Non-Animal,I dislike statistics.
Non-Animal,I dislike topography.
Non-Animal,I dislike urbanism.
Non-Animal,I dislike virology.
Non-Animal,I dislike web.
Non-Animal,I dislike exoplanets.
Non-Animal,I dislike yield.
Non-Animal,I dislike zenith.
Non-Animal,I dislike aerospace.
Non-Animal,I dislike biomes.
Non-Animal,I dislike cryptocurrency.
Non-Animal,I dislike dynamics.
Non-Animal,I dislike ethics.
Non-Animal,I dislike frequencies.
Non-Animal,I dislike governance.
Non-Animal,I dislike hexagons.
Non-Animal,I dislike infrastructure.
Non-Animal,I dislike juxtaposition.
Non-Animal,I dislike kinship.
Non-Animal,I dislike landforms.
Non-Animal,I dislike mechanics.
Non-Animal,I dislike narratives.
Non-Animal,I dislike ontology.
Non-Animal,I dislike psychoanalysis.
Non-Animal,I dislike quarks.
Non-Animal,I dislike relativity.
Non-Animal,I dislike synthesis.
Non-Animal,I dislike taxonomy.
Non-Animal,I dislike utilitarianism.
Non-Animal,I dislike ventilation.
Non-Animal,I fear automobiles.
Non-Animal,I fear bridges.
Non-Animal,I fear computers.
Non-Animal,I fear diamonds.
Non-Animal,I fear electronics.
Non-Animal,I fear furniture.
Non-Animal,I fear guitars.
Non-Animal,I fear helicopters.
Non-Animal,I fear icebergs.
Non-Animal,I fear jewelry.
Non-Animal,I fear kettles.
Non-Animal,I fear lamps.
Non-Animal,I fear mountains.
Non-Animal,I fear novels.
Non-Animal,I fear oceans.
Non-Animal,I fear paintings.
Non-Animal,I fear quilts.
Non-Animal,I fear robots.
Non-Animal,I fear satellites.
Non-Animal,I fear telescopes.
Non-Animal,I fear umbrellas.
Non-Animal,I fear vases.
Non-Animal,I fear windmills.
Non-Animal,I fear xylophones.
Non-Animal,I fear yachts.
Non-Animal,I fear zippers.
Non-Animal,I fear architecture.
Non-Animal,I fear ballet.
Non-Animal,I fear chemistry.
Non-Animal,I fear democracy.
Non-Animal,I fear economics.
Non-Animal,I fear fossils.
Non-Animal,I fear geometry.
Non-Animal,I fear harmony.
Non-Animal,I fear innovation.
Non-Animal,I fear jazz.
Non-Animal,I fear kinetics.
Non-Animal,I fear literature.
Non-Animal,I fear metaphysics.
Non-Animal,I fear nebulae.
Non-Animal,I fear opera.
Non-Animal,I fear philosophy.
Non-Animal,I fear quantum.
Non-Animal,I fear renaissance.
Non-Animal,I fear sculpture.
Non-Animal,I fear theater.
Non-Animal,I fear universities.
Non-Animal,I fear volcanoes.
Non-Animal,I fear whiskey.
Non-Animal,I fear x-rays.
Non-Animal,I fear yoga.
Non-Animal,I fear zeal.
Non-Animal,I fear algorithms.
Non-Animal,I fear biotechnology.
Non-Animal,I fear calculus.
Non-Animal,I fear deserts.
Non-Animal,I fear engineering.
Non-Animal,I fear finance.
Non-Animal,I fear genomics.
Non-Animal,I fear horticulture.
Non-Animal,I fear ideology.
Non-Animal,I fear justice.
Non-Animal,I fear kinematics.
Non-Animal,I fear logarithms.
Non-Animal,I fear metallurgy.
Non-Animal,I fear nutrition.
Non-Animal,I fear orchestras.
Non-Animal,I fear physics.
Non-Animal,I fear quantification.
Non-Animal,I fear rhetoric.
Non-Animal,I fear statistics.
Non-Animal,I fear topography.
Non-Animal,I fear urbanism.
Non-Animal,I fear virology.
Non-Animal,I fear web.
Non-Animal,I fear exoplanets.
Non-Animal,I fear yield.
Non-Animal,I fear zenith.
Non-Animal,I fear aerospace.
Non-Animal,I fear biomes.
Non-Animal,I fear cryptocurrency.
Non-Animal,I fear dynamics.
Non-Animal,I fear ethics.
Non-Animal,I fear frequencies.
Non-Animal,I fear governance.
Non-Animal,I fear hexagons.
Non-Animal,I fear infrastructure.
Non-Animal,I fear juxtaposition.
Non-Animal,I fear kinship.
Non-Animal,I fear landforms.
Non-Animal,I fear mechanics.
Non-Animal,I fear narratives.
Non-Animal,I fear ontology.
Non-Animal,I fear psychoanalysis.
Non-Animal,I fear quarks.
Non-Animal,I fear relativity.
Non-Animal,I fear synthesis.
Non-Animal,I fear taxonomy.
Non-Animal,I fear utilitarianism.
Non-Animal,I fear ventilation.
Non-Animal,I am fascinated by automobiles.
Non-Animal,I am fascinated by bridges.
Non-Animal,I am fascinated by computers.
Non-Animal,I am fascinated by diamonds.
Non-Animal,I am fascinated by electronics.
Non-Animal,I am fascinated by furniture.
Non-Animal,I am fascinated by guitars.
Non-Animal,I am fascinated by helicopters.
Non-Animal,I am fascinated by icebergs.
Non-Animal,I am fascinated by jewelry.
Non-Animal,I am fascinated by kettles.
Non-Animal,I am fascinated by lamps.
Non-Animal,I am fascinated by mountains.
Non-Animal,I am fascinated by novels.
Non-Animal,I am fascinated by oceans.
Non-Animal,I am fascinated by paintings.
Non-Animal,I am fascinated by quilts.
Non-Animal,I am fascinated by robots.
Non-Animal,I am fascinated by satellites.
Non-Animal,I am fascinated by telescopes.
Non-Animal,I am fascinated by umbrellas.
Non-Animal,I am fascinated by vases.
Non-Animal,I am fascinated by windmills.
Non-Animal,I am fascinated by xylophones.
Non-Animal,I am fascinated by yachts.
Non-Animal,I am fascinated by zippers.
Non-Animal,I am fascinated by architecture.
Non-Animal,I am fascinated by ballet.
Non-Animal,I am fascinated by chemistry.
Non-Animal,I am fascinated by democracy.
Non-Animal,I am fascinated by economics.
Non-Animal,I am fascinated by fossils.
Non-Animal,I am fascinated by geometry.
Non-Animal,I am fascinated by harmony.
Non-Animal,I am fascinated by innovation.
Non-Animal,I am fascinated by jazz.
Non-Animal,I am fascinated by kinetics.
Non-Animal,I am fascinated by literature.
Non-Animal,I am fascinated by metaphysics.
Non-Animal,I am fascinated by nebulae.
Non-Animal,I am fascinated by opera.
Non-Animal,I am fascinated by philosophy.
Non-Animal,I am fascinated by quantum.
Non-Animal,I am fascinated by renaissance.
Non-Animal,I am fascinated by sculpture.
Non-Animal,I am fascinated by theater.
Non-Animal,I am fascinated by universities.
Non-Animal,I am fascinated by volcanoes.
Non-Animal,I am fascinated by whiskey.
Non-Animal,I am fascinated by x-rays.
Non-Animal,I am fascinated by yoga.
Non-Animal,I am fascinated by zeal.
Non-Animal,I am fascinated by algorithms.
Non-Animal,I am fascinated by biotechnology.
Non-Animal,I am fascinated by calculus.
Non-Animal,I am fascinated by deserts.
Non-Animal,I am fascinated by engineering.
Non-Animal,I am fascinated by finance.
Non-Animal,I am fascinated by genomics.
Non-Animal,I am fascinated by horticulture.
Non-Animal,I am fascinated by ideology.
Non-Animal,I am fascinated by justice.
Non-Animal,I am fascinated by kinematics.
Non-Animal,I am fascinated by logarithms.
Non-Animal,I am fascinated by metallurgy.
Non-Animal,I am fascinated by nutrition.
Non-Animal,I am fascinated by orchestras.
Non-Animal,I am fascinated by physics.
Non-Animal,I am fascinated by quantification.
Non-Animal,I am fascinated by rhetoric.
Non-Animal,I am fascinated by statistics.
Non-Animal,I am fascinated by topography.
Non-Animal,I am fascinated by urbanism.
Non-Animal,I am fascinated by virology.
Non-Animal,I am fascinated by web.
Non-Animal,I am fascinated by exoplanets.
Non-Animal,I am fascinated by yield.
Non-Animal,I am fascinated by zenith.
Non-Animal,I am fascinated by aerospace.
Non-Animal,I am fascinated by biomes.
Non-Animal,I am fascinated by cryptocurrency.
Non-Animal,I am fascinated by dynamics.
Non-Animal,I am fascinated by ethics.
Non-Animal,I am fascinated by frequencies.
Non-Animal,I am fascinated by governance.
Non-Animal,I am fascinated by hexagons.
Non-Animal,I am fascinated by infrastructure.
Non-Animal,I am fascinated by juxtaposition.
Non-Animal,I am fascinated by kinship.
Non-Animal,I am fascinated by landforms.
Non-Animal,I am fascinated by mechanics.
Non-Animal,I am fascinated by narratives.
Non-Animal,I am fascinated by ontology.
Non-Animal,I am fascinated by psychoanalysis.
Non-Animal,I am fascinated by quarks.
Non-Animal,I am fascinated by relativity.
Non-Animal,I am fascinated by synthesis.
Non-Animal,I am fascinated by taxonomy.
Non-Animal,I am fascinated by utilitarianism.
Non-Animal,I am fascinated by ventilation.
Non-Animal,I avoid automobiles.
Non-Animal,I avoid bridges.
Non-Animal,I avoid computers.
Non-Animal,I avoid diamonds.
Non-Animal,I avoid electronics.
Non-Animal,I avoid furniture.
Non-Animal,I avoid guitars.
Non-Animal,I avoid helicopters.
Non-Animal,I avoid icebergs.
Non-Animal,I avoid jewelry.
Non-Animal,I avoid kettles.
Non-Animal,I avoid lamps.
Non-Animal,I avoid mountains.
Non-Animal,I avoid novels.
Non-Animal,I avoid oceans.
Non-Animal,I avoid paintings.
Non-Animal,I avoid quilts.
Non-Animal,I avoid robots.
Non-Animal,I avoid satellites.
Non-Animal,I avoid telescopes.
Non-Animal,I avoid umbrellas.
Non-Animal,I avoid vases.
Non-Animal,I avoid windmills.
Non-Animal,I avoid xylophones.
Non-Animal,I avoid yachts.
Non-Animal,I avoid zippers.
Non-Animal,I avoid architecture.
Non-Animal,I avoid ballet.
Non-Animal,I avoid chemistry.
Non-Animal,I avoid democracy.
Non-Animal,I avoid economics.
Non-Animal,I avoid fossils.
Non-Animal,I avoid geometry.
Non-Animal,I avoid harmony.
Non-Animal,I avoid innovation.
Non-Animal,I avoid jazz.
Non-Animal,I avoid kinetics.
Non-Animal,I avoid literature.
Non-Animal,I avoid metaphysics.
Non-Animal,I avoid nebulae.
Non-Animal,I avoid opera.
Non-Animal,I avoid philosophy.
Non-Animal,I avoid quantum.
Non-Animal,I avoid renaissance.
Non-Animal,I avoid sculpture.
Non-Animal,I avoid theater.
Non-Animal,I avoid universities.
Non-Animal,I avoid volcanoes.
Non-Animal,I avoid whiskey.
Non-Animal,I avoid x-rays.
Non-Animal,I avoid yoga.
Non-Animal,I avoid zeal.
Non-Animal,I avoid algorithms.
Non-Animal,I avoid biotechnology.
Non-Animal,I avoid calculus.
Non-Animal,I avoid deserts.
Non-Animal,I avoid engineering.
Non-Animal,I avoid finance.
Non-Animal,I avoid genomics.
Non-Animal,I avoid horticulture.
Non-Animal,I avoid ideology.
Non-Animal,I avoid justice.
Non-Animal,I avoid kinematics.
Non-Animal,I avoid logarithms.
Non-Animal,I avoid metallurgy.
Non-Animal,I avoid nutrition.
Non-Animal,I avoid orchestras.
Non-Animal,I avoid physics.
Non-Animal,I avoid quantification.
Non-Animal,I avoid rhetoric.
Non-Animal,I avoid statistics.
Non-Animal,I avoid topography.
Non-Animal,I avoid urbanism.
Non-Animal,I avoid virology.
Non-Animal,I avoid web.
Non-Animal,I avoid exoplanets.
Non-Animal,I avoid yield.
Non-Animal,I avoid zenith.
Non-Animal,I avoid aerospace.
Non-Animal,I avoid biomes.
Non-Animal,I avoid cryptocurrency.
Non-Animal,I avoid dynamics.
Non-Animal,I avoid ethics.
Non-Animal,I avoid frequencies.
Non-Animal,I avoid governance.
Non-Animal,I avoid hexagons.
Non-Animal,I avoid infrastructure.
Non-Animal,I avoid juxtaposition.
Non-Animal,I avoid kinship.
Non-Animal,I avoid landforms.
Non-Animal,I avoid mechanics.
Non-Animal,I avoid narratives.
Non-Animal,I avoid ontology.
Non-Animal,I avoid psychoanalysis.
Non-Animal,I avoid quarks.
Non-Animal,I avoid relativity.
Non-Animal,I avoid synthesis.
Non-Animal,I avoid taxonomy.
Non-Animal,I avoid utilitarianism.
Non-Animal,I avoid ventilation.
Non-Animal,I am annoyed by automobiles.
Non-Animal,I am annoyed by bridges.
Non-Animal,I am annoyed by computers.
Non-Animal,I am annoyed by diamonds.
Non-Animal,I am annoyed by electronics.
Non-Animal,I am annoyed by furniture.
Non-Animal,I am annoyed by guitars.
Non-Animal,I am annoyed by helicopters.
Non-Animal,I am annoyed by icebergs.
Non-Animal,I am annoyed by jewelry.
Non-Animal,I am annoyed by kettles.
Non-Animal,I am annoyed by lamps.
Non-Animal,I am annoyed by mountains.
Non-Animal,I am annoyed by novels.
Non-Animal,I am annoyed by oceans.
Non-Animal,I am annoyed by paintings.
Non-Animal,I am annoyed by quilts.
Non-Animal,I am annoyed by robots.
Non-Animal,I am annoyed by satellites.
Non-Animal,I am annoyed by telescopes.
Non-Animal,I am annoyed by umbrellas.
Non-Animal,I am annoyed by vases.
Non-Animal,I am annoyed by windmills.
Non-Animal,I am annoyed by xylophones.
Non-Animal,I am annoyed by yachts.
Non-Animal,I am annoyed by zippers.
Non-Animal,I am annoyed by architecture.
Non-Animal,I am annoyed by ballet.
Non-Animal,I am annoyed by chemistry.
Non-Animal,I am annoyed by democracy.
Non-Animal,I am annoyed by economics.
Non-Animal,I am annoyed by fossils.
Non-Animal,I am annoyed by geometry.
Non-Animal,I am annoyed by harmony.
Non-Animal,I am annoyed by innovation.
Non-Animal,I am annoyed by jazz.
Non-Animal,I am annoyed by kinetics.
Non-Animal,I am annoyed by literature.
Non-Animal,I am annoyed by metaphysics.
Non-Animal,I am annoyed by nebulae.
Non-Animal,I am annoyed by opera.
Non-Animal,I am annoyed by philosophy.
Non-Animal,I am annoyed by quantum.
Non-Animal,I am annoyed by renaissance.
Non-Animal,I am annoyed by sculpture.
Non-Animal,I am annoyed by theater.
Non-Animal,I am annoyed by universities.
Non-Animal,I am annoyed by volcanoes.
Non-Animal,I am annoyed by whiskey.
Non-Animal,I am annoyed by x-rays.
Non-Animal,I am annoyed by yoga.
Non-Animal,I am annoyed by zeal.
Non-Animal,I am annoyed by algorithms.
Non-Animal,I am annoyed by biotechnology.
Non-Animal,I am annoyed by calculus.
Non-Animal,I am annoyed by deserts.
Non-Animal,I am annoyed by engineering.
Non-Animal,I am annoyed by finance.
Non-Animal,I am annoyed by genomics.
Non-Animal,I am annoyed by horticulture.
Non-Animal,I am annoyed by ideology.
Non-Animal,I am annoyed by justice.
Non-Animal,I am annoyed by kinematics.
Non-Animal,I am annoyed by logarithms.
Non-Animal,I am annoyed by metallurgy.
Non-Animal,I am annoyed by nutrition.
Non-Animal,I am annoyed by orchestras.
Non-Animal,I am annoyed by physics.
Non-Animal,I am annoyed by quantification.
Non-Animal,I am annoyed by rhetoric.
Non-Animal,I am annoyed by statistics.
Non-Animal,I am annoyed by topography.
Non-Animal,I am annoyed by urbanism.
Non-Animal,I am annoyed by virology.
Non-Animal,I am annoyed by web.
Non-Animal,I am annoyed by exoplanets.
Non-Animal,I am annoyed by yield.
Non-Animal,I am annoyed by zenith.
Non-Animal,I am annoyed by aerospace.
Non-Animal,I am annoyed by biomes.
Non-Animal,I am annoyed by cryptocurrency.
Non-Animal,I am annoyed by dynamics.
Non-Animal,I am annoyed by ethics.
Non-Animal,I am annoyed by frequencies.
Non-Animal,I am annoyed by governance.
Non-Animal,I am annoyed by hexagons.
Non-Animal,I am annoyed by infrastructure.
Non-Animal,I am annoyed by juxtaposition.
Non-Animal,I am annoyed by kinship.
Non-Animal,I am annoyed by landforms.
Non-Animal,I am annoyed by mechanics.
Non-Animal,I am annoyed by narratives.
Non-Animal,I am annoyed by ontology.
Non-Animal,I am annoyed by psychoanalysis.
Non-Animal,I am annoyed by quarks.
Non-Animal,I am annoyed by relativity.
Non-Animal,I am annoyed by synthesis.
Non-Animal,I am annoyed by taxonomy.
Non-Animal,I am annoyed by utilitarianism.
Non-Animal,I am annoyed by ventilation.
Non-Animal,I am intrigued by automobiles.
Non-Animal,I am intrigued by bridges.
Non-Animal,I am intrigued by computers.
Non-Animal,I am intrigued by diamonds.
Non-Animal,I am intrigued by electronics.
Non-Animal,I am intrigued by furniture.
Non-Animal,I am intrigued by guitars.
Non-Animal,I am intrigued by helicopters.
Non-Animal,I am intrigued by icebergs.
Non-Animal,I am intrigued by jewelry.
Non-Animal,I am intrigued by kettles.
Non-Animal,I am intrigued by lamps.
Non-Animal,I am intrigued by mountains.
Non-Animal,I am intrigued by novels.
Non-Animal,I am intrigued by oceans.
Non-Animal,I am intrigued by paintings.
Non-Animal,I am intrigued by quilts.
Non-Animal,I am intrigued by robots.
Non-Animal,I am intrigued by satellites.
Non-Animal,I am intrigued by telescopes.
Non-Animal,I am intrigued by umbrellas.
Non-Animal,I am intrigued by vases.
Non-Animal,I am intrigued by windmills.
Non-Animal,I am intrigued by xylophones.
Non-Animal,I am intrigued by yachts.
Non-Animal,I am intrigued by zippers.
Non-Animal,I am intrigued by architecture.
Non-Animal,I am intrigued by ballet.
Non-Animal,I am intrigued by chemistry.
Non-Animal,I am intrigued by democracy.
Non-Animal,I am intrigued by economics.
Non-Animal,I am intrigued by fossils.
Non-Animal,I am intrigued by geometry.
Non-Animal,I am intrigued by harmony.
Non-Animal,I am intrigued by innovation.
Non-Animal,I am intrigued by jazz.
Non-Animal,I am intrigued by kinetics.
Non-Animal,I am intrigued by literature.
Non-Animal,I am intrigued by metaphysics.
Non-Animal,I am intrigued by nebulae.
Non-Animal,I am intrigued by opera.
Non-Animal,I am intrigued by philosophy.
Non-Animal,I am intrigued by quantum.
Non-Animal,I am intrigued by renaissance.
Non-Animal,I am intrigued by sculpture.
Non-Animal,I am intrigued by theater.
Non-Animal,I am intrigued by universities.
Non-Animal,I am intrigued by volcanoes.
Non-Animal,I am intrigued by whiskey.
Non-Animal,I am intrigued by x-rays.
Non-Animal,I am intrigued by yoga.
Non-Animal,I am intrigued by zeal.
Non-Animal,I am intrigued by algorithms.
Non-Animal,I am intrigued by biotechnology.
Non-Animal,I am intrigued by calculus.
Non-Animal,I am intrigued by deserts.
Non-Animal,I am intrigued by engineering.
